"Date","Price","Open","High","Low","Vol.","Change %"
"01/10/2019","164.66","163.95","165.26","163.88","","0.38%"
"01/09/2019","164.04","163.92","164.53","163.71","","0.12%"
"01/08/2019","163.84","163.15","164.49","163.03","","0.43%"
"01/07/2019","163.14","162.43","163.82","162.26","","0.34%"
"01/04/2019","162.59","163.88","164.47","162.43","","-0.76%"
"01/03/2019","163.83","163.20","164.48","163.07","","0.36%"
"01/02/2019","163.24","161.89","163.76","161.89","","0.90%"
"01/01/2019","161.78","162.00","162.09","161.77","","-0.14%"
"12/31/2018","162.00","162.40","162.50","161.49","","-0.25%"
"12/28/2018","162.40","163.16","163.53","161.93","","-0.45%"
"12/27/2018","163.13","163.35","163.68","162.48","","-0.04%"
"12/26/2018","163.19","163.11","163.80","162.97","","-0.13%"
"12/25/2018","163.41","163.09","163.72","162.91","","0.22%"
"12/24/2018","163.05","163.45","163.56","162.80","","-0.26%"
"12/21/2018","163.47","163.07","163.62","162.34","","0.25%"
"12/20/2018","163.07","163.94","164.07","162.75","","-0.51%"
"12/19/2018","163.91","163.50","163.97","162.68","","0.24%"
"12/18/2018","163.52","163.77","164.27","163.37","","-0.15%"
"12/17/2018","163.77","163.89","164.35","163.60","","-0.13%"
"12/14/2018","163.98","163.58","164.60","163.44","","0.26%"
"12/13/2018","163.56","163.48","163.97","163.22","","0.04%"
"12/12/2018","163.49","163.68","164.19","163.29","","-0.13%"
"12/11/2018","163.70","163.26","164.19","163.26","","0.28%"
"12/10/2018","163.25","163.64","163.90","163.02","","-0.21%"
"12/07/2018","163.60","162.57","163.84","162.34","","0.65%"
"12/06/2018","162.54","162.47","163.29","162.20","","0.02%"
"12/05/2018","162.50","162.54","162.92","162.07","","-0.04%"
"12/04/2018","162.56","161.19","162.75","161.06","","0.84%"
"12/03/2018","161.20","160.96","161.68","160.23","","0.14%"
"11/30/2018","160.97","161.06","161.90","160.60","","0.00%"
"11/29/2018","160.97","161.57","161.99","160.84","","-0.37%"
"11/28/2018","161.56","162.59","162.91","161.40","","-0.65%"
"11/27/2018","162.62","162.80","163.09","162.34","","-0.10%"
"11/26/2018","162.78","163.14","163.28","162.32","","-0.21%"
"11/23/2018","163.13","163.77","163.97","162.73","","-0.41%"
"11/22/2018","163.80","162.84","163.80","162.71","","0.58%"
"11/21/2018","162.86","162.78","163.49","162.67","","0.07%"
"11/20/2018","162.74","162.18","162.89","162.13","","0.36%"
"11/19/2018","162.16","161.62","162.97","161.61","","0.33%"
"11/16/2018","161.63","162.55","163.13","161.36","","-0.57%"
"11/15/2018","162.55","162.99","163.42","162.12","","-0.26%"
"11/14/2018","162.97","162.77","163.71","162.34","","0.18%"
"11/13/2018","162.67","163.49","163.81","162.40","","-0.58%"
"11/12/2018","163.62","162.53","163.85","162.47","","0.67%"
"11/09/2018","162.53","161.73","162.82","161.54","","0.48%"
"11/08/2018","161.75","161.33","161.98","160.83","","0.26%"
"11/07/2018","161.33","162.14","162.56","161.27","","-0.50%"
"11/06/2018","162.14","161.83","162.87","161.83","","0.20%"
"11/05/2018","161.82","162.16","162.90","161.58","","-0.27%"
"11/02/2018","162.26","162.50","163.20","161.57","","-0.08%"
"11/01/2018","162.39","163.62","163.75","162.06","","-0.81%"
"10/31/2018","163.72","163.59","163.94","163.28","","0.09%"
"10/30/2018","163.57","164.28","164.47","163.20","","-0.44%"
"10/29/2018","164.29","164.34","164.50","163.50","","0.04%"
"10/26/2018","164.22","163.66","164.94","163.41","","0.33%"
"10/25/2018","163.68","164.13","164.39","163.25","","-0.29%"
"10/24/2018","164.15","163.72","164.26","162.85","","0.28%"
"10/23/2018","163.69","163.07","164.38","162.87","","0.35%"
"10/22/2018","163.12","163.36","164.07","162.73","","-0.16%"
"10/19/2018","163.38","164.22","164.44","162.96","","-0.45%"
"10/18/2018","164.12","162.90","164.35","162.78","","0.74%"
"10/17/2018","162.91","162.58","163.12","162.40","","0.25%"
"10/16/2018","162.50","163.47","164.12","162.12","","-0.70%"
"10/15/2018","163.64","163.44","164.22","162.94","","0.13%"
"10/12/2018","163.43","164.87","165.22","163.24","","-0.84%"
"10/11/2018","164.81","165.12","165.54","164.20","","-0.19%"
"10/10/2018","165.12","163.56","165.30","163.27","","0.97%"
"10/09/2018","163.54","163.69","164.49","163.46","","-0.10%"
"10/08/2018","163.71","164.80","165.02","163.63","","-0.67%"
"10/05/2018","164.82","165.03","165.14","164.19","","-0.13%"
"10/04/2018","165.03","163.85","165.17","163.78","","0.71%"
"10/03/2018","163.86","162.98","164.00","162.67","","0.63%"
"10/02/2018","162.83","162.02","163.32","161.88","","0.43%"
"10/01/2018","162.14","161.60","162.28","161.47","","0.32%"
"09/28/2018","161.62","161.64","161.74","160.81","","-0.06%"
"09/27/2018","161.72","162.31","162.47","161.20","","-0.28%"
"09/26/2018","162.18","162.66","162.78","161.58","","-0.39%"
"09/25/2018","162.81","163.41","163.50","162.61","","-0.34%"
"09/24/2018","163.36","162.64","163.62","162.55","","0.47%"
"09/21/2018","162.59","163.17","163.56","162.39","","-0.36%"
"09/20/2018","163.17","163.38","164.07","163.14","","-0.13%"
"09/19/2018","163.39","163.63","164.31","163.32","","-0.15%"
"09/18/2018","163.64","164.24","164.94","163.54","","-0.38%"
"09/17/2018","164.26","163.38","164.58","163.25","","0.59%"
"09/14/2018","163.30","163.69","163.94","162.84","","-0.20%"
"09/13/2018","163.63","163.18","164.25","162.99","","0.21%"
"09/12/2018","163.28","163.56","164.59","162.82","","-0.16%"
"09/11/2018","163.54","164.81","166.04","163.50","","-0.77%"
"09/10/2018","164.81","164.90","165.15","164.31","","-0.06%"
"09/07/2018","164.91","164.22","165.00","163.88","","0.46%"
"09/06/2018","164.16","163.82","164.59","163.47","","0.13%"
"09/05/2018","163.95","163.50","164.81","163.15","","0.34%"
"09/04/2018","163.40","162.97","164.00","162.94","","0.25%"
"09/03/2018","163.00","163.34","163.79","162.38","","-0.20%"
"08/31/2018","163.33","162.84","163.73","162.56","","0.28%"
"08/30/2018","162.88","162.91","163.10","162.22","","0.04%"
"08/29/2018","162.82","162.94","163.39","162.48","","-0.06%"
"08/28/2018","162.92","162.69","163.18","162.33","","0.12%"
"08/27/2018","162.72","163.70","164.05","162.51","","-0.62%"
"08/24/2018","163.73","163.42","164.05","162.28","","0.13%"
"08/23/2018","163.51","163.40","163.94","163.08","","0.08%"
"08/22/2018","163.38","163.15","163.90","162.97","","0.19%"
"08/21/2018","163.07","162.93","163.84","162.75","","0.01%"
"08/20/2018","163.05","162.75","164.06","162.70","","0.15%"
"08/17/2018","162.81","163.80","163.94","162.50","","-0.59%"
"08/16/2018","163.78","163.56","164.19","163.22","","0.16%"
"08/15/2018","163.52","163.85","164.56","163.46","","-0.22%"
"08/14/2018","163.88","164.95","165.09","163.76","","-0.67%"
"08/13/2018","164.99","165.07","165.75","164.32","","-0.04%"
"08/10/2018","165.06","164.70","165.47","164.33","","0.19%"
"08/09/2018","164.74","163.52","164.84","163.32","","0.80%"
"08/08/2018","163.44","163.46","164.55","163.27","","-0.12%"
"08/07/2018","163.64","164.41","164.68","163.52","","-0.46%"
"08/06/2018","164.40","164.40","165.42","164.21","","0.01%"
"08/03/2018","164.39","164.81","165.25","163.75","","-0.30%"
"08/02/2018","164.88","164.02","165.62","163.93","","0.49%"
"08/01/2018","164.08","163.38","165.12","163.27","","0.41%"
"07/31/2018","163.41","164.25","164.54","163.02","","-0.37%"
"07/30/2018","164.02","163.66","164.29","163.18","","0.15%"
"07/27/2018","163.77","165.51","165.70","163.47","","-1.06%"
"07/26/2018","165.53","165.15","166.35","164.98","","0.25%"
"07/25/2018","165.12","166.12","166.64","165.07","","-0.53%"
"07/24/2018","166.00","166.96","167.57","165.81","","-0.58%"
"07/23/2018","166.97","166.50","167.77","166.26","","0.23%"
"07/20/2018","166.58","167.58","168.15","166.50","","-0.61%"
"07/19/2018","167.61","168.39","168.70","167.38","","-0.43%"
"07/18/2018","168.33","168.01","168.94","167.87","","0.17%"
"07/17/2018","168.05","168.69","168.90","167.89","","-0.36%"
"07/16/2018","168.65","168.92","169.11","168.51","","-0.14%"
"07/13/2018","168.89","168.60","169.42","168.26","","0.14%"
"07/12/2018","168.66","168.86","169.57","168.23","","-0.12%"
"07/11/2018","168.87","168.18","169.68","167.94","","0.48%"
"07/10/2018","168.06","168.16","169.12","167.59","","-0.13%"
"07/09/2018","168.28","167.90","168.34","167.59","","0.22%"
"07/06/2018","167.91","168.64","169.11","167.61","","-0.43%"
"07/05/2018","168.64","168.29","169.01","168.09","","0.19%"
"07/04/2018","168.32","167.82","169.01","167.63","","0.27%"
"07/03/2018","167.86","167.81","168.49","166.86","","0.04%"
"07/02/2018","167.80","168.42","168.90","167.74","","-0.36%"
"06/29/2018","168.41","169.24","169.42","167.88","","-0.47%"
"06/28/2018","169.20","170.01","170.22","169.12","","-0.54%"
"06/27/2018","170.12","170.09","170.53","169.19","","0.06%"
"06/26/2018","170.01","170.54","170.95","169.86","","-0.32%"
"06/25/2018","170.56","170.93","171.93","170.46","","-0.22%"
"06/22/2018","170.93","171.02","171.63","170.31","","-0.06%"
"06/21/2018","171.03","171.48","171.60","170.35","","-0.25%"
"06/20/2018","171.46","171.38","171.66","170.65","","0.01%"
"06/19/2018","171.45","171.47","172.68","171.17","","0.05%"
"06/18/2018","171.37","171.25","171.97","170.95","","0.01%"
"06/15/2018","171.36","170.07","171.60","169.60","","0.72%"
"06/14/2018","170.13","169.75","170.26","169.00","","0.23%"
"06/13/2018","169.74","168.94","170.17","168.63","","0.46%"
"06/12/2018","168.96","168.26","169.06","167.61","","0.45%"
"06/11/2018","168.21","167.75","168.36","167.33","","0.26%"
"06/08/2018","167.78","167.81","168.36","167.47","","0.02%"
"06/07/2018","167.74","166.95","168.06","166.79","","0.44%"
"06/06/2018","167.00","167.35","167.47","166.77","","-0.20%"
"06/05/2018","167.33","166.92","167.56","166.63","","0.20%"
"06/04/2018","167.00","167.08","167.31","166.69","","0.03%"
"06/01/2018","166.95","168.63","168.75","166.86","","-0.96%"
"05/31/2018","168.57","167.74","168.94","167.55","","0.46%"
"05/30/2018","167.80","169.02","169.17","167.76","","-0.69%"
"05/29/2018","168.97","168.05","169.26","167.82","","0.56%"
"05/28/2018","168.03","168.67","168.67","167.66","","-0.41%"
"05/25/2018","168.72","169.56","169.79","168.33","","-0.51%"
"05/24/2018","169.59","168.67","170.32","168.37","","0.58%"
"05/23/2018","168.62","169.06","169.78","168.55","","-0.26%"
"05/22/2018","169.06","168.78","169.35","168.60","","0.14%"
"05/21/2018","168.82","169.48","170.49","168.81","","-0.40%"
"05/18/2018","169.49","170.04","170.27","169.07","","-0.32%"
"05/17/2018","170.03","169.16","170.25","168.97","","0.52%"
"05/16/2018","169.15","169.47","170.15","168.97","","-0.18%"
"05/15/2018","169.46","168.94","169.74","168.56","","0.31%"
"05/14/2018","168.94","168.64","168.99","168.07","","0.20%"
"05/11/2018","168.61","167.74","168.87","167.58","","0.45%"
"05/10/2018","167.86","169.70","170.02","167.65","","-1.06%"
"05/09/2018","169.65","169.34","170.17","169.06","","0.21%"
"05/08/2018","169.30","169.61","169.82","169.06","","-0.20%"
"05/07/2018","169.64","168.84","170.09","168.63","","0.49%"
"05/04/2018","168.81","169.34","170.03","168.70","","-0.28%"
"05/03/2018","169.28","169.73","170.06","168.87","","-0.26%"
"05/02/2018","169.72","169.51","169.88","168.81","","0.13%"
"05/01/2018","169.50","169.00","169.77","168.85","","0.28%"
"04/30/2018","169.02","168.56","169.22","168.32","","0.24%"
"04/27/2018","168.61","170.03","170.46","168.34","","-0.86%"
"04/26/2018","170.07","171.06","171.19","170.00","","-0.58%"
"04/25/2018","171.06","170.82","171.76","170.52","","0.14%"
"04/24/2018","170.82","171.21","171.27","170.33","","-0.20%"
"04/23/2018","171.16","170.11","171.36","169.54","","0.62%"
"04/20/2018","170.11","169.94","170.63","169.62","","0.09%"
"04/19/2018","169.96","169.77","170.23","168.99","","0.12%"
"04/18/2018","169.76","169.86","170.17","169.43","","-0.05%"
"04/17/2018","169.85","170.60","170.71","169.81","","-0.43%"
"04/16/2018","170.58","170.75","171.25","170.50","","-0.12%"
"04/13/2018","170.78","170.19","171.00","169.82","","0.32%"
"04/12/2018","170.24","170.18","170.93","169.98","","0.04%"
"04/11/2018","170.18","169.48","170.45","169.38","","0.42%"
"04/10/2018","169.47","169.60","170.09","169.19","","-0.08%"
"04/09/2018","169.61","169.91","170.09","169.25","","-0.12%"
"04/06/2018","169.82","168.54","170.14","168.49","","0.76%"
"04/05/2018","168.54","167.84","168.77","167.70","","0.42%"
"04/04/2018","167.84","167.69","169.03","167.64","","0.07%"
"04/03/2018","167.72","168.32","168.79","167.68","","-0.36%"
"04/02/2018","168.32","168.99","169.38","167.66","","-0.47%"
"03/30/2018","169.12","169.04","170.05","169.00","","0.07%"
"03/29/2018","169.01","169.00","169.74","168.69","","-0.01%"
"03/28/2018","169.03","171.06","171.13","168.81","","-1.22%"
"03/27/2018","171.12","171.45","171.94","170.56","","-0.20%"
"03/26/2018","171.47","171.67","172.10","170.90","","-0.08%"
"03/23/2018","171.61","170.70","172.02","170.39","","0.54%"
"03/22/2018","170.68","168.48","170.83","168.40","","1.36%"
"03/21/2018","168.39","169.22","169.64","168.27","","-0.50%"
"03/20/2018","169.23","169.48","169.84","168.79","","-0.18%"
"03/19/2018","169.53","168.94","169.73","168.82","","0.32%"
"03/16/2018","168.99","169.29","169.71","168.56","","-0.13%"
"03/15/2018","169.21","168.44","169.39","168.21","","0.42%"
"03/14/2018","168.50","168.77","169.24","168.13","","-0.15%"
"03/13/2018","168.76","168.25","169.05","168.00","","0.30%"
"03/12/2018","168.25","168.18","168.93","167.94","","0.01%"
"03/09/2018","168.24","169.38","169.44","168.14","","-0.66%"
"03/08/2018","169.36","168.76","169.67","168.67","","0.36%"
"03/07/2018","168.75","168.69","169.82","168.65","","0.08%"
"03/06/2018","168.62","169.73","170.11","167.41","","-0.65%"
"03/05/2018","169.72","170.08","171.09","169.62","","-0.26%"
"03/02/2018","170.16","170.32","171.16","169.72","","-0.09%"
"03/01/2018","170.31","171.38","171.74","170.01","","-0.64%"
"02/28/2018","171.41","171.29","171.44","170.75","","0.12%"
"02/27/2018","171.20","169.40","171.27","169.15","","0.99%"
"02/26/2018","169.52","169.95","170.36","169.37","","-0.25%"
"02/23/2018","169.94","170.24","170.58","169.74","","-0.15%"
"02/22/2018","170.19","169.47","171.10","169.43","","0.41%"
"02/21/2018","169.50","169.33","169.84","168.71","","0.11%"
"02/20/2018","169.32","168.14","169.50","168.13","","0.70%"
"02/19/2018","168.14","168.01","168.64","167.88","","0.02%"
"02/16/2018","168.11","167.61","168.45","167.27","","0.29%"
"02/15/2018","167.63","168.69","169.07","167.46","","-0.63%"
"02/14/2018","168.69","171.16","171.50","168.65","","-1.42%"
"02/13/2018","171.12","171.11","171.64","170.67","","0.02%"
"02/12/2018","171.09","172.31","172.56","171.06","","-0.77%"
"02/09/2018","172.42","173.35","173.48","172.12","","-0.61%"
"02/08/2018","173.48","173.91","174.01","171.57","","-0.24%"
"02/07/2018","173.90","172.00","174.00","171.92","","1.17%"
"02/06/2018","171.89","173.98","174.53","171.69","","-1.25%"
"02/05/2018","174.06","172.98","174.09","172.57","","0.63%"
"02/02/2018","172.97","170.05","173.10","169.94","","1.75%"
"02/01/2018","170.00","170.10","170.82","169.84","","-0.09%"
"01/31/2018","170.16","169.72","170.40","169.12","","0.27%"
"01/30/2018","169.71","168.98","170.09","168.79","","0.43%"
"01/29/2018","168.99","168.54","169.46","168.22","","0.32%"
"01/26/2018","168.45","168.53","168.89","167.82","","-0.08%"
"01/25/2018","168.58","167.12","168.76","166.95","","0.83%"
"01/24/2018","167.19","167.68","167.99","166.75","","-0.29%"
"01/23/2018","167.67","167.04","168.36","166.64","","0.43%"
"01/22/2018","166.96","166.63","167.39","166.45","","0.14%"
"01/19/2018","166.72","166.75","167.39","166.26","","-0.02%"
"01/18/2018","166.76","165.93","166.95","165.87","","0.52%"
"01/17/2018","165.89","165.14","166.47","164.86","","0.41%"
"01/16/2018","165.22","165.26","165.94","165.05","","0.01%"
"01/15/2018","165.20","163.59","165.67","163.44","","0.69%"
"01/12/2018","164.06","164.04","165.19","163.93","","0.01%"
"01/11/2018","164.04","164.37","164.88","163.55","","-0.24%"
"01/10/2018","164.43","164.15","164.54","163.81","","0.16%"
"01/09/2018","164.17","164.46","164.65","163.69","","-0.16%"
"01/08/2018","164.44","163.73","165.31","163.31","","0.46%"
"01/05/2018","163.68","163.51","164.14","163.26","","0.06%"
"01/04/2018","163.59","163.80","164.45","163.24","","-0.09%"
"01/03/2018","163.74","163.68","164.22","163.47","","0.00%"
"01/02/2018","163.74","163.97","164.50","163.20","","-0.12%"
"01/01/2018","163.93","164.05","164.11","163.78","","-0.07%"
"12/29/2017","164.05","163.80","164.44","163.38","","0.15%"
"12/28/2017","163.81","164.00","164.25","163.35","","-0.11%"
"12/27/2017","163.99","164.37","164.53","163.60","","-0.26%"
"12/26/2017","164.41","164.63","165.08","164.11","","-0.13%"
"12/25/2017","164.62","163.83","165.24","163.78","","0.46%"
"12/22/2017","163.86","164.12","164.63","163.61","","-0.15%"
"12/21/2017","164.10","164.26","164.99","163.76","","-0.09%"
"12/20/2017","164.25","164.31","164.72","163.91","","-0.08%"
"12/19/2017","164.38","164.14","164.70","163.82","","0.14%"
"12/18/2017","164.15","164.78","165.28","163.91","","-0.37%"
"12/15/2017","164.76","164.80","165.22","164.41","","-0.02%"
"12/14/2017","164.80","163.91","165.11","163.87","","0.55%"
"12/13/2017","163.90","165.04","165.41","163.78","","-0.70%"
"12/12/2017","165.06","164.50","165.22","164.33","","0.33%"
"12/11/2017","164.51","165.05","165.46","164.10","","-0.33%"
"12/08/2017","165.06","165.19","165.69","164.78","","-0.09%"
"12/07/2017","165.21","165.37","165.86","164.91","","-0.10%"
"12/06/2017","165.38","164.30","165.88","164.06","","0.65%"
"12/05/2017","164.31","164.12","164.64","163.70","","0.13%"
"12/04/2017","164.10","163.67","164.94","163.65","","0.23%"
"12/01/2017","163.73","164.55","164.93","163.54","","-0.50%"
"11/30/2017","164.56","163.81","165.28","163.59","","0.51%"
"11/29/2017","163.72","163.97","164.34","162.77","","-0.20%"
"11/28/2017","164.05","165.56","165.57","163.51","","-0.87%"
"11/27/2017","165.49","164.38","165.56","164.21","","0.64%"
"11/24/2017","164.43","164.60","165.19","164.08","","-0.13%"
"11/23/2017","164.65","164.38","165.62","164.37","","0.21%"
"11/22/2017","164.30","164.54","165.26","164.16","","-0.17%"
"11/21/2017","164.58","165.30","165.81","164.03","","-0.46%"
"11/20/2017","165.34","165.21","166.31","165.10","","0.13%"
"11/17/2017","165.13","165.44","165.92","164.95","","-0.21%"
"11/16/2017","165.47","166.94","167.31","165.03","","-0.88%"
"11/15/2017","166.94","168.15","168.50","166.50","","-0.68%"
"11/14/2017","168.09","168.62","168.88","167.81","","-0.33%"
"11/13/2017","168.64","168.59","169.06","168.49","","-0.09%"
"11/10/2017","168.79","168.51","168.88","168.12","","0.22%"
"11/09/2017","168.42","168.09","168.85","167.89","","0.18%"
"11/08/2017","168.12","167.79","168.38","167.69","","0.21%"
"11/07/2017","167.76","167.73","168.15","167.40","","0.01%"
"11/06/2017","167.75","168.08","168.71","167.47","","-0.23%"
"11/03/2017","168.14","168.34","168.66","167.97","","-0.10%"
"11/02/2017","168.31","168.37","169.12","167.93","","-0.02%"
"11/01/2017","168.34","168.54","168.80","167.91","","-0.13%"
"10/31/2017","168.56","169.21","169.32","168.20","","-0.39%"
"10/30/2017","169.22","169.31","169.66","169.09","","-0.04%"
"10/27/2017","169.28","169.88","170.47","169.17","","-0.38%"
"10/26/2017","169.93","169.86","170.04","169.10","","0.03%"
"10/25/2017","169.88","170.47","170.56","169.10","","-0.32%"
"10/24/2017","170.43","170.32","170.55","169.87","","0.07%"
"10/23/2017","170.31","171.01","171.54","170.03","","-0.42%"
"10/20/2017","171.03","170.66","171.57","170.57","","0.21%"
"10/19/2017","170.68","170.94","171.19","170.56","","-0.15%"
"10/18/2017","170.94","170.83","171.37","170.52","","0.09%"
"10/17/2017","170.79","171.22","171.80","170.52","","-0.25%"
"10/16/2017","171.22","171.30","171.74","170.88","","-0.01%"
"10/13/2017","171.24","171.92","172.32","170.96","","-0.42%"
"10/12/2017","171.96","171.89","172.54","171.61","","0.03%"
"10/11/2017","171.90","172.82","173.10","171.57","","-0.50%"
"10/10/2017","172.76","172.58","173.00","171.91","","0.08%"
"10/09/2017","172.63","172.21","172.88","172.04","","0.28%"
"10/06/2017","172.14","171.70","172.22","171.55","","0.25%"
"10/05/2017","171.71","171.79","171.96","170.94","","-0.05%"
"10/04/2017","171.79","171.83","171.93","171.09","","-0.02%"
"10/03/2017","171.83","172.33","172.82","171.50","","-0.30%"
"10/02/2017","172.34","172.12","172.62","172.00","","0.12%"
"09/29/2017","172.13","171.94","172.44","171.38","","0.04%"
"09/28/2017","172.06","172.55","172.94","171.78","","-0.25%"
"09/27/2017","172.49","171.31","172.53","171.25","","0.68%"
"09/26/2017","171.32","171.41","172.12","171.14","","-0.04%"
"09/25/2017","171.39","171.91","172.05","170.75","","-0.31%"
"09/22/2017","171.92","171.82","173.15","171.48","","0.02%"
"09/21/2017","171.89","172.11","172.55","171.66","","-0.15%"
"09/20/2017","172.14","171.84","172.47","171.22","","0.19%"
"09/19/2017","171.81","171.92","172.06","171.29","","-0.03%"
"09/18/2017","171.87","173.00","173.28","171.31","","-0.62%"
"09/15/2017","172.94","172.98","173.51","172.56","","-0.05%"
"09/14/2017","173.02","173.05","173.42","172.52","","0.00%"
"09/13/2017","173.02","172.73","173.17","172.44","","0.19%"
"09/12/2017","172.70","173.05","173.29","172.39","","-0.24%"
"09/11/2017","173.11","174.64","174.99","173.06","","-0.88%"
"09/08/2017","174.64","173.90","175.39","173.63","","0.44%"
"09/07/2017","173.88","173.69","174.19","172.96","","0.14%"
"09/06/2017","173.64","173.14","174.24","172.96","","0.25%"
"09/05/2017","173.20","173.55","173.81","172.37","","-0.20%"
"09/04/2017","173.54","171.02","173.69","170.68","","1.48%"
"09/01/2017","171.01","170.76","171.29","170.43","","0.19%"
"08/31/2017","170.69","170.44","171.14","170.29","","0.13%"
"08/30/2017","170.47","170.58","170.91","170.21","","0.00%"
"08/29/2017","170.47","169.31","171.00","169.31","","0.72%"
"08/28/2017","169.25","168.63","169.43","168.49","","0.34%"
"08/25/2017","168.67","169.38","169.94","168.50","","-0.40%"
"08/24/2017","169.35","169.33","169.69","169.10","","0.01%"
"08/23/2017","169.33","169.95","170.25","169.18","","-0.38%"
"08/22/2017","169.97","170.84","171.00","169.94","","-0.51%"
"08/21/2017","170.84","170.88","171.03","170.46","","-0.01%"
"08/18/2017","170.85","171.07","171.49","170.62","","-0.18%"
"08/17/2017","171.15","169.74","171.18","169.56","","0.85%"
"08/16/2017","169.71","169.92","171.07","169.68","","-0.12%"
"08/15/2017","169.91","170.78","170.90","169.80","","-0.52%"
"08/14/2017","170.80","171.44","171.50","170.45","","-0.40%"
"08/11/2017","171.48","172.17","172.66","171.24","","-0.37%"
"08/10/2017","172.12","170.72","172.49","170.51","","0.82%"
"08/09/2017","170.72","168.35","170.97","167.97","","1.40%"
"08/08/2017","168.37","167.73","168.45","167.53","","0.41%"
"08/07/2017","167.69","167.70","168.12","167.38","","-0.04%"
"08/04/2017","167.75","168.07","168.09","167.21","","-0.19%"
"08/03/2017","168.07","167.16","168.13","167.04","","0.60%"
"08/02/2017","167.06","166.97","167.56","166.75","","0.07%"
"08/01/2017","166.94","166.38","167.24","165.94","","0.32%"
"07/31/2017","166.41","166.91","167.18","166.38","","-0.31%"
"07/28/2017","166.93","165.68","167.15","165.47","","0.74%"
"07/27/2017","165.70","164.75","165.80","164.58","","0.59%"
"07/26/2017","164.73","165.89","166.31","164.67","","-0.71%"
"07/25/2017","165.91","165.19","166.02","165.09","","0.42%"
"07/24/2017","165.21","165.39","165.56","164.61","","-0.08%"
"07/21/2017","165.34","165.83","166.27","165.11","","-0.33%"
"07/20/2017","165.88","166.60","166.75","165.83","","-0.41%"
"07/19/2017","166.56","166.79","166.81","165.84","","-0.14%"
"07/18/2017","166.80","166.68","167.07","166.15","","0.07%"
"07/17/2017","166.68","166.61","167.09","166.20","","0.02%"
"07/14/2017","166.64","167.76","168.05","166.28","","-0.66%"
"07/13/2017","167.74","167.69","168.13","167.42","","0.02%"
"07/12/2017","167.70","168.93","169.03","167.56","","-0.73%"
"07/11/2017","168.94","168.97","169.52","168.78","","-0.01%"
"07/10/2017","168.96","169.50","169.67","168.83","","-0.33%"
"07/07/2017","169.52","170.14","170.46","169.46","","-0.37%"
"07/06/2017","170.15","169.59","170.44","169.21","","0.34%"
"07/05/2017","169.57","169.20","169.94","168.90","","0.22%"
"07/04/2017","169.20","169.14","169.63","168.75","","0.04%"
"07/03/2017","169.14","168.96","169.38","168.37","","0.13%"
"06/30/2017","168.92","169.01","169.44","168.42","","-0.08%"
"06/29/2017","169.05","167.54","169.35","167.48","","0.93%"
"06/28/2017","167.50","167.40","168.65","167.31","","0.05%"
"06/27/2017","167.42","165.68","167.54","165.67","","1.04%"
"06/26/2017","165.69","165.99","166.52","165.53","","-0.19%"
"06/23/2017","166.00","166.68","167.10","165.70","","-0.41%"
"06/22/2017","166.69","167.50","167.52","166.61","","-0.43%"
"06/21/2017","167.41","167.25","167.78","166.94","","0.11%"
"06/20/2017","167.22","166.67","167.44","166.25","","0.32%"
"06/19/2017","166.69","166.31","166.85","165.81","","0.19%"
"06/16/2017","166.38","166.08","167.16","165.63","","0.16%"
"06/15/2017","166.11","164.87","166.40","164.71","","0.73%"
"06/14/2017","164.90","165.92","166.03","164.37","","-0.58%"
"06/13/2017","165.87","166.37","166.46","165.71","","-0.30%"
"06/12/2017","166.37","165.54","166.69","165.28","","0.50%"
"06/09/2017","165.54","164.99","165.64","164.62","","0.33%"
"06/08/2017","164.99","165.44","165.99","164.97","","-0.27%"
"06/07/2017","165.44","164.55","165.69","164.53","","0.55%"
"06/06/2017","164.53","164.35","165.14","164.13","","0.10%"
"06/05/2017","164.36","164.13","164.76","163.91","","0.10%"
"06/02/2017","164.19","164.79","165.00","164.09","","-0.39%"
"06/01/2017","164.83","164.52","165.32","164.34","","0.26%"
"05/31/2017","164.41","163.96","164.65","163.55","","0.23%"
"05/30/2017","164.03","163.67","164.38","163.63","","0.22%"
"05/29/2017","163.67","163.23","163.83","163.14","","0.29%"
"05/26/2017","163.20","163.14","163.67","162.72","","0.06%"
"05/25/2017","163.10","162.44","163.38","162.22","","0.41%"
"05/24/2017","162.44","163.34","163.81","162.40","","-0.55%"
"05/23/2017","163.34","162.03","163.50","161.94","","0.79%"
"05/22/2017","162.06","162.44","162.69","161.84","","-0.16%"
"05/19/2017","162.32","163.93","164.32","162.06","","-0.97%"
"05/18/2017","163.91","163.12","164.62","163.03","","0.44%"
"05/17/2017","163.19","162.12","163.22","161.97","","0.70%"
"05/16/2017","162.06","162.20","162.60","161.76","","-0.09%"
"05/15/2017","162.21","162.85","163.57","161.85","","-0.38%"
"05/12/2017","162.83","162.90","163.87","162.63","","-0.03%"
"05/11/2017","162.88","163.97","164.38","162.75","","-0.68%"
"05/10/2017","163.99","164.94","164.99","163.91","","-0.56%"
"05/09/2017","164.92","164.22","165.15","164.13","","0.44%"
"05/08/2017","164.19","164.43","164.87","163.74","","-0.21%"
"05/05/2017","164.53","164.69","165.44","164.51","","-0.09%"
"05/04/2017","164.67","164.32","164.87","163.82","","0.18%"
"05/03/2017","164.37","163.78","164.44","163.66","","0.38%"
"05/02/2017","163.75","164.97","165.01","163.45","","-0.78%"
